"chr" "pos" "strand" "Name" "Islands_Name" "Relation_to_Island" "UCSC_RefGene_Name" "UCSC_RefGene_Accession" "UCSC_RefGene_Group" "Regulatory_Feature_Name" "Regulatory_Feature_Group" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"cg15678707" "chr3" 39149194 "+" "cg15678707" "chr3:39148377-39149400" "Island" "GORASP1;TTC21A;TTC21A;TTC21A;TTC21A" "NM_031899;NM_145755;NM_001105513;NM_001105513;NM_145755" "TSS200;1stExon;5'UTR;1stExon;5'UTR" "" "" -0.645042588160978 -6.79036294865665 -3.02890343219329 0.00254238212616785 0.0332321538734779 -1.85774351626703
"cg23668424" "chr7" 140396903 "-" "cg23668424" "chr7:140396414-140397357" "Island" "LOC100134713;NDUFB2" "NR_024454;NM_004546" "TSS200;Body" "7:140395600-140397569" "Promoter_Associated" -1.06478609169757 -9.62305282739791 -3.02850201999508 0.00254571894855492 0.0332621288862415 -1.85890175917034
"cg00507465" "chr3" 124774924 "-" "cg00507465" "chr3:124774246-124775113" "Island" "HEG1" "NM_020733" "TSS200" "3:124774811-124775278" "Promoter_Associated" -0.862412920887827 -7.05221290717118 -3.02836470849512 0.00254686129997358 0.0332716343912599 -1.85929792624301
"cg05084391" "chr16" 56225591 "+" "cg05084391" "chr16:56225255-56226351" "Island" "LOC283856;GNAO1;GNAO1;GNAO1;GNAO1" "NR_027078;NM_138736;NM_138736;NM_020988;NM_020988" "TSS1500;1stExon;5'UTR;1stExon;5'UTR" "16:56224698-56226395" "Unclassified_Cell_type_specific" -1.00881471097116 -9.31599392552229 -3.02671743369074 0.00256060233624708 0.0333989288583902 -1.86404923096826
"cg20679309" "chr2" 238969453 "-" "cg20679309" "chr2:238969080-238969919" "Island" "SCLY" "NM_016510" "TSS200" "2:238969250-238969742" "Promoter_Associated" -1.01616006275359 -9.68051636683012 -3.02573156898232 0.00256885856641934 0.0334709445279103 -1.86689159814915
"cg09144709" "chr1" 116915824 "-" "cg09144709" "chr1:116915291-116916813" "Island" "ATP1A1;ATP1A1;ATP1A1" "NM_001160233;NM_000701;NM_000701" "TSS1500;5'UTR;1stExon" "1:116915197-116917158" "Promoter_Associated" -0.782216672800796 -7.96505974980221 -3.02444171848941 0.00257969739536458 0.033564256897899 -1.87060903130782
"cg16684668" "chr5" 140044238 "+" "cg16684668" "chr5:140044194-140044716" "Island" "WDR55" "NM_017706" "TSS200" "5:140043974-140044806" "Promoter_Associated" -1.0508705169429 -9.7422000709621 -3.02409080175717 0.0025826534498152 0.0335879516564324 -1.87162012906651
"cg05100596" "chr16" 57318616 "-" "cg05100596" "chr16:57317967-57318964" "Island" "PLLP" "NM_015993" "TSS200" "16:57317879-57319127" "Unclassified" -0.839361801257161 -8.51380280415722 -3.02374677875947 0.00258555444540048 0.0336119644210001 -1.87261125296117
"cg03095872" "chr16" 30546190 "-" "cg03095872" "chr16:30545524-30546513" "Island" "ZNF747;ZNF747" "NM_023931;NM_023931" "5'UTR;1stExon" "16:30544891-30547515" "Promoter_Associated" -0.67398815871205 -7.13826663211822 -3.02363934084325 0.00258646103403391 0.0336202341607039 -1.87292075710728
"cg10469329" "chr4" 170947241 "+" "cg10469329" "chr4:170946766-170947925" "Island" "MFAP3L" "NM_021647" "5'UTR" "" "" -1.15032595649451 -10.2965020892981 -3.02312581271995 0.00259079834037442 0.03366323534754 -1.87439996662228
"cg15891747" "chr1" 202896310 "-" "cg15891747" "chr1:202896204-202896524" "Island" "KLHL12;KLHL12" "NM_021633;NM_021633" "5'UTR;1stExon" "1:202895705-202896752" "Promoter_Associated" -0.597067901944121 -6.07034513617119 -3.02285091185268 0.00259312291633354 0.0336860447497483 -1.87519171359783
"cg24419560" "chr19" 3626884 "+" "cg24419560" "chr19:3626498-3627274" "Island" "C19orf29;C19orf29" "NM_001080543;NM_021231" "TSS200;TSS200" "19:3625928-3627728" "Promoter_Associated" -1.10659510166806 -10.4312182730092 -3.0218767463237 0.00260137590392308 0.0337636150236557 -1.87799686085406
"cg09855000" "chr10" 49864401 "-" "cg09855000" "chr10:49863620-49864601" "Island" "" "" "" "10:49863893-49865135" "Promoter_Associated" -0.709517523663287 -7.22136684284151 -3.02176177392453 0.00260235151930381 0.0337691232386803 -1.87832787021739
"cg22185451" "chr7" 156433300 "-" "cg22185451" "chr7:156432433-156433670" "Island" "C7orf13;RNF32" "NR_026865;NM_030936" "Body;TSS200" "7:156432754-156434135" "Unclassified" -0.908382144967141 -7.78382856489334 -3.01854325384188 0.0026297991650442 0.0340280621295481 -1.88758911849404
"cg13668618" "chr19" 58446745 "+" "cg13668618" "chr19:58446336-58446800" "Island" "ZNF418" "NM_133460" "TSS200" "19:58446535-58446888" "Promoter_Associated" -1.11494373900508 -7.8703593634258 -3.01735587095429 0.00263999199019374 0.0341141405087619 -1.89100336931676
"cg09776513" "chr10" 121652203 "-" "cg09776513" "chr10:121652003-121652507" "Island" "SEC23IP" "NM_007190" "TSS200" "10:121651778-121652623" "Promoter_Associated" -1.09460457348694 -11.5568278234977 -3.0164635621068 0.0026476756192242 0.034179317744891 -1.8935682906829
"cg02896696" "chr1" 55352717 "+" "cg02896696" "chr1:55352463-55353328" "Island" "DHCR24" "NM_014762" "1stExon" "" "" -0.99665413446573 -9.2064044966732 -3.01609190354493 0.00265088199172387 0.0342015285631478 -1.89463639672453
"cg17342302" "chr12" 48398320 "+" "cg17342302" "chr12:48397889-48398731" "Island" "COL2A1;COL2A1" "NM_001844;NM_033150" "TSS200;TSS200" "12:48395402-48399184" "Unclassified" -0.986986302778691 -8.56323667088215 -3.01549090890982 0.00265607441854692 0.0342514560242701 -1.8963633182825
"cg09063262" "chr11" 85358506 "+" "cg09063262" "chr11:85358865-85359226" "N_Shore" "TMEM126A" "NM_032273" "TSS1500" "11:85358445-85359320" "Promoter_Associated" -0.817519548448752 -4.94914524060331 -3.01501131348019 0.00266022467103527 0.0342889677593422 -1.89774116610612
"cg07826235" "chr1" 167906354 "-" "cg07826235" "chr1:167905027-167906801" "Island" "BRP44;DCAF6;BRP44;BRP44;DCAF6" "NR_026550;NM_018442;NM_001143674;NM_015415;NM_001017977" "TSS1500;Body;TSS200;TSS1500;Body" "1:167906152-167906704" "Promoter_Associated" -0.744292939503852 -7.25768204404775 -3.01380527031602 0.00267068761172946 0.0343768085236594 -1.90120510963956
"cg08156349" "chr1" 156470327 "-" "cg08156349" "chr1:156469617-156471060" "Island" "MEF2D;MEF2D" "NM_005920;NM_005920" "1stExon;5'UTR" "1:156469665-156471662" "Promoter_Associated" -1.18047531524666 -10.9867761344739 -3.0137194690725 0.00267143340833742 0.0343821022699552 -1.90145149271617
"cg11748319" "chr10" 5708674 "+" "cg11748319" "chr10:5707980-5708798" "Island" "ASB13;ASB13" "NR_024581;NM_024701" "TSS200;TSS200" "10:5707678-5709219" "Promoter_Associated_Cell_type_specific" -0.695259850766339 -7.05774232331495 -3.01292131761315 0.0026783801994732 0.0344490377844518 -1.90374310191499
"cg16976910" "chr13" 110438935 "+" "cg16976910" "chr13:110434466-110440180" "Island" "IRS2" "NM_003749" "TSS200" "" "" -0.954185215142909 -9.21319886713828 -3.01088769218256 0.00269615490128713 0.0346013922476382 -1.90957926439257
"cg02221143" "chr14" 53162529 "+" "cg02221143" "chr14:53161838-53162780" "Island" "ERO1L" "NM_014584" "TSS200" "14:53161279-53163253" "Promoter_Associated" -1.13258318341558 -10.8928058330557 -3.00983417644715 0.0027054054634619 0.0346782193383418 -1.91260116767266
"cg10157975" "chr19" 57862442 "+" "cg10157975" "chr19:57862441-57863236" "Island" "ZNF304" "NM_020657" "TSS1500" "19:57862184-57863141" "Promoter_Associated" -1.10009908078052 -11.4279000918104 -3.00882745472682 0.00271427228847221 0.0347628382460992 -1.91548788442018
"cg25674838" "chr17" 41856568 "-" "cg25674838" "chr17:41856470-41856687" "Island" "C17orf105;DUSP3" "NM_001136483;NM_004090" "TSS1500;TSS1500" "17:41855483-41857154" "Promoter_Associated" -1.18596073223302 -10.6023722762723 -3.00856577058985 0.00271658145663264 0.0347816614032623 -1.91623809460604
"cg19326622" "chr2" 73511683 "-" "cg19326622" "chr2:73511157-73512086" "Island" "" "" "" "2:73511070-73512557" "Promoter_Associated" -1.00663375322116 -8.87257734037318 -3.0084367711075 0.0027177204430267 0.0347871840228018 -1.91660789388202
"cg13432708" "chr4" 4388505 "+" "cg13432708" "chr4:4387593-4389919" "Island" "D4S234E;D4S234E;D4S234E" "NM_014392;NM_014392;NM_001040101" "1stExon;5'UTR;5'UTR" "" "" -0.70855364586853 -6.41141542556679 -3.00794855198753 0.00272203507863005 0.0348310364494758 -1.91800731837114
"cg24348442" "chr4" 119199731 "-" "cg24348442" "chr4:119199620-119200193" "Island" "SNHG8;SNORA24" "NR_003584;NR_002963" "TSS200;TSS1500" "4:119199402-119200460" "Unclassified" -1.08160821991826 -9.97205374156558 -3.00766420779748 0.00272455085894819 0.0348535407403928 -1.91882225663826
"cg05943368" "chr17" 21179232 "-" "cg05943368" "chr17:21178819-21179690" "Island" "" "" "" "17:21178734-21179906" "Promoter_Associated" -1.02326841829161 -9.74795461833116 -3.00651437190623 0.0027347459390219 0.0349411558954006 -1.92211695249377
"cg00711831" "chr19" 14682431 "+" "cg00711831" "chr19:14682657-14682994" "N_Shore" "NDUFB7" "NM_004146" "Body" "19:14682371-14683325" "Promoter_Associated_Cell_type_specific" -1.33025981839752 -10.0485194959367 -3.00599161458736 0.00273939253277212 0.0349813750101248 -1.92361443550785
"cg02945294" "chr17" 2206979 "+" "cg02945294" "chr17:2206517-2207248" "Island" "SRR;SMG6;SMG6" "NM_021947;NM_001170957;NM_017575" "TSS1500;TSS200;1stExon" "17:2206012-2207598" "Unclassified" -1.119375226336 -11.9390382249189 -3.00521925929431 0.00274627093828028 0.035040545189519 -1.92582644894331
"cg04228628" "chr8" 9413457 "-" "cg04228628" "chr8:9413381-9414093" "Island" "TNKS" "NM_003747" "1stExon" "8:9412740-9414419" "Promoter_Associated" -1.10933416477592 -10.9776190453803 -3.00513710751318 0.0027470034912831 0.0350444669485128 -1.92606169777003
"cg19791003" "chr11" 92930990 "+" "cg19791003" "chr11:92930760-92931391" "Island" "SLC36A4" "NM_152313" "1stExon" "11:92930057-92931903" "Promoter_Associated" -1.01743828443666 -8.98548586423472 -3.00484856757515 0.0027495778391821 0.03507082978826 -1.92688790752704
"cg09650487" "chr10" 14215771 "+" "cg09650487" "" "OpenSea" "FRMD4A" "NM_018027" "Body" "10:14215664-14216184" "Unclassified_Cell_type_specific" 0.537754763210334 -5.481326296832 3.00311195342161 0.00276511858012307 0.0352183338004444 -1.93185892304976
"cg19937285" "chr3" 134513902 "+" "cg19937285" "chr3:134514085-134515980" "N_Shore" "EPHB1" "NM_004441" "TSS1500" "3:134513047-134514254" "Unclassified" -1.05046684213268 -8.25373848025787 -3.00275367327601 0.00276833477181733 0.035240643081338 -1.93288414279004
"cg11770404" "chr20" 60962048 "-" "cg11770404" "chr20:60961570-60962753" "Island" "RPS21" "NM_001024" "TSS200" "20:60961279-60964345" "Unclassified" -1.1073662131603 -11.3021284565433 -3.00228457551898 0.00277255092214045 0.0352791395253123 -1.93422628729657
"cg26419426" "chr5" 110074663 "+" "cg26419426" "chr5:110074605-110075223" "Island" "SLC25A46" "NM_138773" "TSS200" "5:110073989-110075528" "Promoter_Associated" -0.711516288544964 -7.28378839954496 -3.00205545260534 0.00277461236556772 0.0352945310469965 -1.93488176095418
"cg26210602" "chr6" 28864649 "-" "cg26210602" "chr6:28863343-28863545" "S_Shore" "" "" "" "6:28863860-28865175" "Promoter_Associated" -1.2765599727359 -10.0421296836357 -3.00200288680725 0.00277508550349455 0.0352962150638325 -1.93503213404639
"cg08386084" "chr5" 57756505 "-" "cg08386084" "chr5:57755334-57756803" "Island" "PLK2" "NM_006622" "TSS1500" "5:57756108-57757164" "Promoter_Associated" -0.725901228350814 -6.7979797457883 -3.00135549544925 0.00278091864746287 0.0353519579651837 -1.93688389291045
"cg22482194" "chr17" 43394337 "+" "cg22482194" "chr17:43393891-43394938" "Island" "MAP3K14;MAP3K14" "NM_003954;NM_003954" "5'UTR;1stExon" "17:43393419-43395322" "Promoter_Associated" -1.14752875649631 -12.0468078843679 -2.99901654565614 0.00280208675484243 0.0355436263591149 -1.94357084000608
"cg10363578" "chr11" 89956357 "-" "cg10363578" "chr11:89955742-89956358" "Island" "CHORDC1;CHORDC1;CHORDC1;CHORDC1" "NM_001144073;NM_012124;NM_012124;NM_001144073" "5'UTR;1stExon;5'UTR;1stExon" "11:89956199-89956634" "Promoter_Associated" -0.98260570382101 -9.5562378421563 -2.99682765411236 0.00282203026350306 0.0357228759312282 -1.94982417643815
"cg10096145" "chr6" 17281838 "+" "cg10096145" "chr6:17280739-17282334" "Island" "RBM24;RBM24;RBM24" "NM_153020;NM_001143942;NM_001143941" "TSS1500;1stExon;TSS1500" "" "" -1.12493483050668 -10.2647313124249 -2.99457803163484 0.00284266237491425 0.0359066163583118 -1.95624637623559
"cg07320311" "chr1" 181057557 "+" "cg07320311" "chr1:181057503-181059176" "Island" "IER5" "NM_016545" "TSS200" "1:181057520-181058160" "Promoter_Associated" -1.12690646062242 -10.2116089700629 -2.9939872266346 0.00284810369873785 0.0359533399201451 -1.95793222129045
"cg08001895" "chr6" 94129582 "+" "cg08001895" "chr6:94126272-94129677" "Island" "EPHA7" "NM_004440" "TSS1500" "" "" -1.21517769795243 -10.9826572671574 -2.99397322129818 0.00284823280366843 0.0359533399201451 -1.95797218118165
"cg26653725" "chr17" 21187850 "-" "cg26653725" "chr17:21187552-21188443" "Island" "MAP2K3" "NM_145109" "TSS200" "17:21187323-21188540" "Promoter_Associated" -1.20375891741435 -10.0429588309881 -2.99285768445623 0.00285853333492757 0.0360378728818057 -1.96115443510418
"cg06955091" "chr1" 161500685 "+" "cg06955091" "chr1:161500428-161500752" "Island" "" "" "" "1:161500500-161501318" "Unclassified" -0.892025184214913 -7.90439190777511 -2.99128174376322 0.00287314318361602 0.0361681361942388 -1.96564809788658
"cg09524192" "chr20" 39657308 "-" "cg09524192" "chr20:39657061-39658412" "Island" "TOP1" "NM_003286" "TSS200" "20:39656528-39658396" "Promoter_Associated" -1.06698439469752 -9.0723001865241 -2.99035842313779 0.00288173458272965 0.0362355538486274 -1.96827979771898
"cg03343534" "chr8" 117778609 "+" "cg03343534" "chr8:117778487-117779146" "Island" "UTP23" "NM_032334" "TSS200" "8:117777991-117779339" "Promoter_Associated" -1.0895749086439 -10.4827423486518 -2.99028113998485 0.0028824547589218 0.0362435095784276 -1.96850003855396
"cg05542262" "chr5" 80256535 "+" "cg05542262" "chr5:80255904-80257006" "Island" "RASGRF2" "NM_006909" "TSS200" "5:80256332-80256837" "Unclassified_Cell_type_specific" -1.00531709799077 -9.73000752317892 -2.99003166701436 0.00288478063883534 0.0362624403248038 -1.96921094653089
"cg27218536" "chr17" 35969412 "+" "cg27218536" "chr17:35968980-35969757" "Island" "SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG" "NM_080550;NM_001163547;NM_198882;NM_007247;NM_001163544;NM_001163546;NM_198882;NM_001163545;NM_007247;NM_001163547;NM_080550;NM_001163545;NM_001163544;NM_001163546" "1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR;1stExon;1stExon;5'UTR" "17:35969104-35970192" "Promoter_Associated" -0.900584642335308 -7.9693227562271 -2.98486655537677 0.00293332323937708 0.0366794210876965 -1.98391666419196
"cg15384459" "chr6" 43485109 "-" "cg15384459" "chr6:43484561-43484887" "S_Shore" "YIPF3;POLR1C;POLR1C" "NM_015388;NM_004875;NM_203290" "TSS1500;Body;Body" "6:43484144-43485306" "Promoter_Associated" -1.07227170204144 -7.40499167812673 -2.98472040193121 0.0029347076187688 0.0366911660565306 -1.98433242079864
"cg24843389" "chr22" 30685747 "+" "cg24843389" "chr22:30685195-30685904" "Island" "GATSL3" "NM_001037666" "TSS200" "22:30685482-30686567" "Promoter_Associated" -1.11535619797817 -10.8496109637258 -2.98310379775051 0.00295006015233083 0.0368220296157762 -1.98892978375586
"cg19401529" "chr3" 49056140 "+" "cg19401529" "chr3:49055214-49056317" "Island" "DALRD3;DALRD3" "NM_001009996;NM_018114" "TSS200;5'UTR" "3:49055496-49056494" "Promoter_Associated_Cell_type_specific" -1.18047275238358 -10.3633240142282 -2.98208515321532 0.00295977167622746 0.036901004360917 -1.99182539866012
"cg01056653" "chr10" 7452391 "-" "cg01056653" "chr10:7449376-7455339" "Island" "SFMBT2" "NM_001029880" "5'UTR" "" "" -0.90535099375832 -8.17727127689109 -2.98054803124035 0.00297448159254372 0.0370320276948142 -1.99619302100779
"cg16818909" "chr1" 47973814 "+" "cg16818909" "chr1:47973709-47973952" "Island" "" "" "" "" "" -1.11872727281415 -9.96464912528331 -2.98041687801586 0.0029757397896206 0.0370421269116079 -1.99656558190522
"cg03269060" "chr3" 158450208 "-" "cg03269060" "chr3:158449795-158450597" "Island" "RARRES1;RARRES1;RARRES1;RARRES1" "NM_206963;NM_002888;NM_206963;NM_002888" "5'UTR;1stExon;1stExon;5'UTR" "3:158449569-158450667" "Unclassified_Cell_type_specific" -0.932946938214121 -8.6003385180168 -2.97946731819243 0.0029848637618177 0.0371278161820838 -1.99926247591546
"cg14678099" "chr5" 175299587 "+" "cg14678099" "chr5:175298515-175300066" "Island" "CPLX2;CPLX2" "NM_001008220;NM_006650" "5'UTR;5'UTR" "" "" -0.918550692427136 -8.92143862797561 -2.9784715201179 0.00299445948905827 0.037203615804971 -2.00208979377408
"cg19254479" "chr1" 41249191 "+" "cg19254479" "chr1:41249090-41250161" "Island" "KCNQ4;KCNQ4" "NM_172163;NM_004700" "TSS1500;TSS1500" "1:41248798-41249603" "Unclassified_Cell_type_specific" -1.02730863713756 -8.67869461617307 -2.97792057437516 0.00299978063217892 0.0372507375373911 -2.00365366963104
"cg01105943" "chr6" 32940865 "-" "cg01105943" "chr6:32939275-32940954" "Island" "BRD2;BRD2" "NM_001113182;NM_005104" "Body;Body" "6:32940276-32941125" "Unclassified" -0.882249145533418 -7.17312490348519 -2.97658255125295 0.00301273953219508 0.037364625496677 -2.00745051396519
"cg10007372" "chr19" 10514249 "+" "cg10007372" "chr19:10513990-10515616" "Island" "MIR1181;CDC37;CDC37" "NR_031592;NM_007065;NM_007065" "TSS200;1stExon;5'UTR" "19:10514184-10515232" "Promoter_Associated" -1.03539799282607 -10.4664968502161 -2.97637132462376 0.0030147899557545 0.0373844601423885 -2.00804974967579
"cg13714459" "chr15" 78730363 "+" "cg13714459" "chr15:78730095-78731105" "Island" "IREB2" "NM_004136" "TSS200" "15:78729834-78730667" "Promoter_Associated" -1.23216234033062 -9.07349146782584 -2.9763431012373 0.00301506402299083 0.0373852938157867 -2.00812981438169
"cg18756868" "chr18" 19284803 "+" "cg18756868" "chr18:19284165-19285052" "Island" "ABHD3" "NM_138340" "TSS200" "18:19284395-19285451" "Promoter_Associated" -1.012034429676 -9.57445219789688 -2.97563799331391 0.0030219184707417 0.0374470793676822 -2.01012983940926
"cg16293981" "chr1" 203097362 "-" "cg16293981" "chr1:203097233-203097496" "Island" "ADORA1;ADORA1" "NM_001048230;NM_000674" "5'UTR;5'UTR" "" "" -0.637400411606136 -7.12351382777181 -2.97434010877478 0.00303457263003918 0.0375533461223388 -2.01381005623938
"cg26260588" "chr1" 36023025 "+" "cg26260588" "chr1:36022680-36023834" "Island" "NCDN;KIAA0319L;NCDN;KIAA0319L;NCDN" "NM_001014841;NM_024874;NM_014284;NM_024874;NM_001014839" "TSS1500;5'UTR;TSS1500;1stExon;TSS1500" "1:36022482-36023538" "Promoter_Associated" -1.08940969635374 -10.6338986295516 -2.97336759591073 0.00304408619064571 0.0376351076784773 -2.01656663961361
"cg23845507" "chr1" 91966731 "-" "cg23845507" "chr1:91966263-91966999" "Island" "CDC7;CDC7;CDC7;CDC7" "NM_001134420;NM_001134419;NM_003503;NM_001134420" "5'UTR;5'UTR;5'UTR;1stExon" "1:91966285-91967516" "Promoter_Associated" -0.556025429119665 -7.00748802446915 -2.97298796786912 0.00304780727537322 0.0376698723809687 -2.01764245514012
"cg05326358" "chr20" 61885448 "+" "cg05326358" "chr20:61884644-61886387" "Island" "FLJ16779;NKAIN4" "NR_024389;NM_152864" "Body;Body" "20:61884622-61885981" "Unclassified_Cell_type_specific" -1.13626993556235 -9.93892284052467 -2.97143974820607 0.00306302589304956 0.0378151040596199 -2.02202851773037
"cg14847688" "chr14" 59932113 "-" "cg14847688" "chr14:59930634-59932251" "Island" "GPR135" "NM_022571" "TSS200" "14:59930846-59932828" "Promoter_Associated_Cell_type_specific" -1.10078779887762 -11.5397122269173 -2.97117193925732 0.00306566542346609 0.037839798376459 -2.02278698697237
"cg11373049" "chr4" 140216770 "-" "cg11373049" "chr4:140216727-140217078" "Island" "NDUFC1" "NM_002494" "Body" "4:140216016-140217544" "Promoter_Associated" -1.12312359775709 -10.1491016885521 -2.96954934299736 0.0030817022638124 0.0379789096987562 -2.02738096231211
"cg10106268" "chr4" 41992139 "-" "cg10106268" "chr4:41992477-41993125" "N_Shore" "SLC30A9" "NM_006345" "TSS1500" "4:41991878-41993649" "Promoter_Associated" -0.563065750852022 -3.46367028264777 -2.96676162974675 0.0031094335620649 0.0382131725552522 -2.03526796263848
